
Train metrics for line 51D:
MAE: 88.01096
MAPE: 0.02605
MSE: 110.70931
R2: 0.85195
Test metrics for line 51D:
MAE: 187.5627
MAPE: 0.05441
MSE: 245.19094
R2: 0.23944
